City,Latitude,Longitude,Name,PostalCode,State
Chicago,41.94346712,-87.65424749,Redmond's,60657,IL
Spokane,47.64253684,-117.5388557,Rusty Moose Bar and Grill,99224,WA
Charlotte,35.2009,-80.8712,Blue Blaze Brewing Inc,28203,NC
Hackettstown,40.8573,-74.7767,Jersey Girl Brewing Co,7840,NJ
Balch Springs,32.719513,-96.620798,Kroger,75180,TX
Mount Horeb,43.00811841,-89.73821353,The Grumpy Troll Brew Pub and Pizzeria,53572,WI
Raleigh,35.8044,-78.6337,Union Square Brewery,27608,NC
Willimantic,41.713024,-72.21718,Willimantic Brewing Co.,6226,CT
New Hudson,42.5128,-83.6233,Draught Horse Brewery,48165,MI
Plainfield,41.6119,-88.1978,Chicago Brew Werks Inc,60544,IL
Farmingdale,40.7161,-73.4247,Barrage Brewing Co,11735,NY
Lancaster,40.0333,-76.2484,Lancaster Homebrew,17602,PA
Raleigh,35.7797,-78.6534,Grain Raleigh,27603,NC
Cary,35.7721,-78.797,Fortnight Brewing Co,27511,NC
Charlotte,35.2414,-80.8671,Blue Blaze Brewing,28208,NC
Charlotte,35.2405,-80.8133,Free Range Brewing,28205,NC
Fairport,43.09870756,-77.44159869,Mr. Dominic's on Main at The Green Lantern Inn,14450,NY
Slippery Rock,41.063761,-80.055617,North Country Brewing Co,16057,PA
Woburn,42.47621,-71.12888,Lord Hobo Brewing Company,1801,MA
Mcminnville,45.21255,-123.18938,Grain Station Brew Works,97128,OR
Winston Salem,36.09752626,-80.25093734,Foothills Brewing,27101,NC
New Glarus,42.79571556,-89.62972641,New Glarus Brewing Company,53574,WI
Chicago,41.88419574,-87.62394905,M Bar,60601,IL
Pompano Beach,26.244734,-80.252045,The Coral Springs Tap House,33071,FL
South Portland,43.635,-70.31916,Sea Dog Brewing Company,4106,ME
Ridgefield Park,40.8603,-74.0294,Bolero Snort Brewery,7660,NJ
Raleigh,35.7782,-78.6377,London Bridge Pub,27601,NC
Tampa,28.0149,-82.5419,Six Ten Brewing,33634,FL
Winston Salem,35.9292,-80.2093,BJ'S Restaurant & Brewhouse,27103,NC
Kalispell,48.1849,-114.3076,Kangaroo Brew,59901,MT
Garland,32.889808,-96.681298,Lakewood Brewing Company,75041,TX
Denver,39.682567,-104.980497,Platt Park Brewing Co,80210,CO
Golden,39.758164,-105.224147,Mountain Toad Brewing,80401,CO
Oakland,37.79972106,-122.287649,The Dock at Linden Street,94607,CA
Alameda,37.7876,-122.3097,St. George Spirits,94501,CA
Portland,45.6105,-122.6803,BJ's Restaurant and Brewhouse,97217,OR
Westfield,40.04239,-86.12747,Grand Junction Brewing Company,46074,IN
Phoenix,33.65442339,-111.9290972,Gordon Biersch Brewery Restaurant,85054,AZ
Orlando,28.44890137,-81.47070455,BJ's Restaurant and Brewhouse,32819,FL
Tempe,33.422182,-111.90375,Sleepy Dog Saloon & Brewery,85281,AZ
Des Moines,41.58861,-93.61147,Beechwood Lounge,50309,IA
Salisbury,38.348861,-75.597572,Sobo's Wine Beerstro,21804,MD
Crozet,38.081287,-78.70441,King Family Vineyards,22932,VA
Napa,38.245889,-122.317617,RMS Brandy Distillery,94559,CA
Colorado Springs,38.896642,-104.852975,Trinity Brewing Company,80907,CO
Torrance,33.8413512,-118.3213889,Strand Brewing Co,90501,CA
San Diego,33.021301,-117.113249,Karl Strauss Brewing Company - 4S Ranch,10448,California
Myrtle Beach,33.668408,-78.939336,Gordon Biersch Brewery Restaurant,29577,SC
Chesterfield,38.66889,-90.60138,Brick House Tavern + Tap,63005,MO
Birmingham,42.543716,-83.195564,Griffin Claw Brewing Company,48009,MI
Grand Rapids,43.01766,-85.62911,Hideout Brewing Co,49525,MI
Seattle,47.4667,-122.3408,Mick Kelly Irish Pub,98166,WA
Price,39.5752,-110.8152,Swire Coca-Cola USA,84501,UT
Walla Walla,46.0919,-118.2611,Lodmell Cellars,99362,WA
Flint,43.01534,-83.69711,Tenacity Brewing,48503,MI
Walla Walla,46.0672,-118.3382,Dama Wines,99362,WA
Woodinville,47.736,-122.1539,Januik Winery,98072,WA
Wyoming,42.88436,-85.70831,Sweet Water Brew,49519,MI
Redmond,47.6726,-122.1162,Wine Vault,98052,WA
Seattle,47.6633,-122.3007,University Village,98105,WA
Rehoboth Beach,38.715286,-75.08701,Dogfish Head Brewings & Eats,19971,DE
Nashville,36.175674,-86.7567,Fat Bottom Brewery,37206,TN
Norman,35.2114,-97.4492,Library Bar & Grill,73069,OK
Phoenixville,40.13290645,-75.52077487,Stable 12 Brewing Company,19460,PA
Denver,39.721387,-104.986952,Baere Brewing Co.,80203,CO
Maumee,41.54707,-83.70868,Granite City Food & Brewery,43537,OH
San Francisco,37.77648,-122.39682,Local Brewing Co.,94107,CA
Austin,30.23795672,-97.73943965,Whip In Convenience Store & Pub,78704,TX
Grand Rapids,43.017918,-85.63082,Hideout Brewing Company,49525,MI
Reno,39.531036,-119.80961,The Depot Craft Brewery and Distillery,89512,NV
Anchorage,61.147268,-149.844339,Midnight Sun Brewing Company,99507,AK
Kalamazoo,42.28858007,-85.58320642,Tibbs Brewing Company,49007,MI
Windsor,40.47948,-104.936744,High Hops Brewery,80550,CO
Aurora,39.748367,-104.83818,Ursula Brewery,80045,CO
Raleigh,35.8704,-78.7171,Lynnwood Grill,27613,NC
Fishers,39.9577,-86.0134,Four Day Ray Brewing,46038,IN
Cincinnati,39.096268,-84.5088,Moerlein Lager House,45202,OH
New Orleans,29.91977489,-90.08158699,NOLA Brewing Tap Room,70115,LA
Henderson,36.063629,-115.04035,Sunset Station Hotel & Casino,89014,NV
Cornelius,35.4577666,-80.85505766,Ass Clown Brewing Company,28031,NC
Avondale,39.8178,-75.7719,Va La Vineyards,19311,PA
Cary,35.754965,-78.742391,Carolina Ale House,27518,NC
Kansas City,39.0534,-94.5919,McCoy's Public House,64111,MO
Miamisburg,39.59796,-84.23268,BJ's Restaurant and Brewhouse,45342,OH
Carlsbad,33.12846,-117.25021,Pizza Port,92009,CA
Knoxville,35.96576737,-83.91972343,Scruffy City Hall,37902,TN
Healdsburg,38.61107363,-122.8713542,Bear Republic Brewery,95448,CA
Marble Falls,30.5711,-98.27676,Double Horn Brewing Company,78654,TX
Capitola,36.98342486,-121.9494913,Sante Adairius Rustic Ales,95010,CA
Carlsbad,33.1244614,-117.3140698,Karl Strauss Brewery & Restaurant,92008,CA
Briarcliff Manor,41.1618,-73.8244,Wine Cellars Ltd,10510,NY
Astoria,40.7684,-73.9097,Tri-Boro Beverage & Distribution Co,11103,NY
Berkeley Heights,40.689,-74.4349,Trap Rock Restaurant & Brewery,7922,NJ
North Olmsted,41.4263,-81.8942,Fat Head's Brewery & Saloon,44070,OH
New Braunfels,29.70083968,-98.1231451,The Historic Faust Hotel & Microbrewery,78130,TX
Whitehouse Station,40.6101,-74.7434,Hunterdon Brewing Co,8889,NJ
Virginia Beach,36.8776,-76.0391,Kung Brew,23454,VA
Tacoma,47.2428,-122.4391,7 Seas Brewing,98402,WA
Williamsburg,37.3207,-76.7324,Williamsburg Alewerks,23188,VA
Preston,47.5264,-121.9345,Talking Rain Beverage Co,98050,WA
Walla Walla,46.0872,-118.2018,A'maurice Cellars,99362,WA
Seattle,47.6579,-122.3134,Big Time Brewery And Alehouse,98105,WA
Walla Walla,46.0882,-118.276,Five Star Cellars,99362,WA
Kirkland,47.6718,-122.1967,Chainline Brewing Company,98033,WA
Victoria,28.8022,-96.991,Pepsi-Cola Co,77901,TX
Portsmouth,36.8065,-76.3665,New Image Tinting & Sign Shop,23701,VA
Virginia Beach,36.7655,-76.0151,Green Flash Brewing Co,23454,VA
Weyers Cave,38.2843,-78.9301,Pepsi-Cola Co,24486,VA
Richland,46.2372,-119.3475,Gooseridge Vineyards,99352,WA
Driftwood,30.159351,-98.052376,Wimberley Valley Winery,78619,TX
Carteret,40.6067,-74.2696,Berje Inc,7008,NJ
Bridgman,41.94329,-86.5557,Transient Artisan Ales,49106,MI
Bowie,38.94502,-76.73381,DuClaw Brewing Company,20716,MD
Grand Rapids,42.959717,-85.64608,Brewery Vivant,49506,MI
Cincinnati,39.289165,-84.46531,BJ's Restaurant and Brewhouse,45246,OH
Grand Haven,43.06411,-86.23251,Grand Haven Brew House,49417,MI
Hillside,40.6958,-74.2147,Hillside Bottling Corp,7205,NJ
Mount Airy,36.4995,-80.7683,Round Peak Vineyards,27030,NC
San Diego,32.833882,-117.146375,Societe Brewing Company,92111,CA
Nampa,43.59837,-116.59414,Firehouse Sports Pub,83651,ID
Kenmore,47.75683056,-122.2419298,192 Brewing Tasting Room,98028,WA
Tampa,28.0433,-82.5922,World of Beer,33626,FL
Lancaster,40.03849,-76.30695,Taproom By Spring House Brewing Co.,17603,PA
Riverside,33.99257,-117.34727,Euryale Brewing Co,92507,CA
Fort Wayne,41.058647,-85.22204,Scotty's Brewhouse,46804,IN
Orlando,28.5626,-81.373,The Hammered Lamb,32804,FL
Placentia,33.86228326,-117.8792836,The Bruery,92870,CA
Asheville,35.58943052,-82.55457683,Twin Leaf Brewery,28801,NC
Morgantown,39.627393,-79.961307,Mountain State Brewing Co.,26501,WV
Grand Rapids,42.97094,-85.68466,Harmony Hall,49504,MI
Bellingham,48.75333,-122.48506,Chuckanut Brewery & Kitchen,98225,WA
Fresno,36.80797,-119.77458,BJ's Restaurant and Brewhouse,93710,CA
Washington,38.915425,-77.021423,Right Proper Brewing Company,20001,DC
Woodbridge,41.33920684,-72.97987027,New England Brewing Company,6525,CT
Fishers,39.95074,-86.04159,Heady Hollow Brewing Company,46038,IN
Fort Collins,40.58724163,-105.0756991,CooperSmith's Pub & Brewing :: Pubside,80524,CO
Reno,39.40561,-119.74889,BJ's Restaurant and Brewhouse,89511,NV
Miami,25.80010643,-80.20444786,Wynwood Brewing Co.,33127,FL
Tucson,32.24884931,-111.0062885,Dragoon Brewing Co.,85745,AZ
Fort Wayne,41.081167,-85.117342,Summit City Brewerks,46803,IN
Eugene,44.0597,-123.0849,McMenamins North Bank,97401,OR
Santa Cruz,36.95894,-122.04848,Santa Cruz Mountain Brewing,95060,CA
Budd Lake,41.0081,-74.2394,P Robertet Inc,7828,NJ
Fairfield,40.8726,-74.2964,Cricket Hill Brewing Co.,7004,NJ
South Plainfield,40.5658,-74.4299,Sensient Pharmaceutical Tech,7080,NJ
San Diego,32.88051394,-117.1631384,Saint Archer Brewing Company,92121,CA
San Antonio,29.40949739,-98.49527375,Blue Star Brewing Company,78210,TX
Kansas City,39.091763,-94.57866,Double Shift Brewing Company,64108,MO
Sarasota,27.34894746,-82.52541948,JDub's Brewing Company,34237,FL
Saint Petersburg,27.770464,-82.66044,Cage Brewing,33712,FL
Chicago,41.93938,-87.64401,Dryhop Brewers,60657,IL
Saline,42.166,-83.78054,Salt Springs Brewery,48176,MI
Benton Harbor,42.11562,-86.45573,Tabor Hill Wine Tasting Room,49022,MI
Novato,38.09411,-122.55695,Moylan's Brewery & Restaurant,94945,CA
Aliso Viejo,33.575455,-117.72352,Stadium Brewing Co,92656,CA
Laguna Niguel,33.492584,-117.69673,Board & Brew,92677,CA
Pacifica,37.594673,-122.505806,Devils Slide Taproom,94044,CA
Burlingame,37.58019,-122.34619,Steelhead Brewing Co,94010,CA
Tyler,32.363826,-95.321161,Tyler Beverages Inc.,75702,TX
Paso Robles,35.5858,-120.6965,Bevmo!,93446,CA
Miami,25.7959,-80.3264,Biscayne Bay Brewing Co,33122,FL
Napa,38.2856,-122.3232,Truchard Vineyards,94559,CA
West Des Moines,41.568626,-93.71905,Fox Brewing,50265,IA
Grants Pass,42.3044,-123.217,Conner Fields Brewing,97527,OR
North Charleston,32.8337,-79.9542,Lo Fi Brewing,29405,SC
Greenville,34.7965,-82.4245,Thomas Creek Brewery & Home,29605,SC
Charlestown,42.38269985,-71.05047226,Downeast Cider House,2129,MA
Anaheim,33.815952,-117.89795,Legends Craft Brewery,92805,CA
Austin,30.285122,-97.714821,in.gredients,78722,TX
Kansas City,39.12981053,-94.8336517,Danny's Bar & Grill,66109,KS
Boulder,40.017753,-105.257817,BJ's Restaurant and Brewhouse,80301,CO
Houston,29.7702,-95.406,Wide Eyed Cold Brew LLC,77007,TX
Arlington,32.7126,-97.1611,New Main Brewing Co,76013,TX
Fort Worth,32.9823,-97.3271,Coca Cola Usa,76177,TX
Berkeley,37.8691,-122.2596,The Bear's Lair,94720,CA
Houston,29.7714,-95.3486,St. Arnold's Brewery,77020,TX
Fort Worth,32.7252,-97.4699,Brewhound,76116,TX
Broomfield,39.88724385,-105.0762656,Walnut Creek Town Center,80021,CO
Broomfield,39.88925351,-105.0693297,Rock Bottom Brewery,80020,CO
Spicewood,30.4365,-98.066,Stone House Vineyard,78669,TX
Canby,45.1905,-122.7198,St Josef's Wine-Cellar,97013,OR
Mcminnville,45.2111,-123.1901,Panther Creek Cellars,97128,OR
Corpus Christi,27.7431,-97.4446,Pepsi Bottling Group,78416,TX
Austin,30.2234,-97.7697,512 Brewing Company,78745,TX
Austin,30.4068,-97.9259,Infamous Brewing Co,78734,TX
Fort Worth,32.7366,-97.3274,Rahr & Sons Brewery,76104,TX
Austin,30.2583,-97.7126,Hops & Grain Brewery,78702,TX
Corpus Christi,27.7607,-97.4679,Andrews Distributing,78405,TX
Spring,30.1394,-95.4705,Brew Of H LLC,77380,TX
Alvarado,32.4839,-97.2364,Mac Brew LTD,76009,TX
Arlington,32.7642,-97.0495,Nestle Professional Vitality,76011,TX
Dickinson,29.4858,-95.0471,Galactic Coast Brewing Co,77539,TX
Hood River,45.71003491,-121.5144881,Double Mountain Brewery & Taproom,97031,OR
El Granada,37.50231,-122.46952,Hop Dogma Brewing Co.,94018,CA
Richmond,37.55331,-77.47232,Commercial Taphouse,23220,VA
Sugar Land,29.59817773,-95.62011938,BJ's Restaurant and Brewhouse,77478,TX
Monterey,36.599342,-121.894714,Alvarado Street Brewery & Grill,93940,CA
Jefferson City,38.568687,-92.16156,Prison Brews,65101,MO
Dillon,39.606774,-105.944227,Kickapoo Tavern,80435,CO
Clermont,28.5375,-81.7376,World Of Beer,34711,FL
Clearwater,27.98222,-82.72785,Nelsons Sports Pub,33759,FL
Baldwinsville,43.1624,-76.3097,Anheuser Busch Inc,13027,NY
Melbourne,28.0791,-80.6482,BJ's Restaurant & Brew House,32904,FL
Saco,43.495083,-70.44822,Run Of The Mill Public House,4072,ME
Merrimac,43.3728,-89.6276,Ferry Crossing Bar & Grill,53561,WI
Houston,29.558089,-95.123627,Kroger,77062,TX
San Diego,32.7486,-117.15,Hillcrest Brewing Co,92103,CA
Horseheads,42.157677,-76.834,Birdland Brewing Co,14845,NY
Mount Angel,45.0691,-122.7996,Mt Angel Brewing Co LLC,97362,OR
Arlington,32.7493,-97.0433,Pepsi-Cola,76011,TX
Portland,45.5394,-122.6949,Vin De Garde Wines Ltd,97209,OR
Houston,29.6274,-95.4613,Brew House,77056,TX
Salem,44.9819,-123.0014,Vagabond Brewing,97301,OR
Chisago City,45.3709,-92.9082,Winehaven Winery,55013,MN
Saint Paul,44.9684,-93.1824,Blackstack Brewing Inc,55104,MN
Markham,38.9268,-78.0024,Naked Mountain Vineyard,22643,VA
Leesburg,39.1148,-77.5652,Leesburg Brewing Co,20175,VA
Saint Clair Shores,42.4782,-82.8896,Baffin Brewing Co,48081,MI
Pewaukee,43.0542,-88.2169,Four Brothers Brewing Co,53072,WI
Roseville,42.4977,-82.965,American Beverage Equipment Co,48066,MI
Traverse City,44.6793,-85.6638,Beggars Brewery LLC,49685,MI
Saint Paul,44.9422,-93.1264,Blue Diamond Brewing Co,55102,MN
Saint Francis,42.9665,-87.892,Wixon Inc,53235,WI
Richmond,37.5548,-77.486,Garden Grove Brewing Co,23221,VA
Grand Rapids,43.0188,-85.6381,Boone's Brew Inc,49505,MI
Grand Rapids,42.9845,-85.682,Mitten Brewing Comp,49504,MI
Grand Rapids,42.916,-85.5485,Schmohz Brewing Co,49546,MI
Woodinville,47.7564,-122.1683,Twelve Bar Brews,98072,WA
Waterloo,43.1847,-88.9906,Coaches Alley,53594,WI
River Falls,44.8582,-92.6266,Mel's Midtowner,54022,WI
Hopkins,44.9048,-93.4048,Nu-Tek Salt LLC,55343,MN
Grand Rapids,42.8789,-85.5628,Jaden James Brewery,49512,MI
Livermore,37.6921,-121.7707,Pennyweight Craft Brewing LLC,94551,CA
Sumner,47.2538,-122.2597,Half Lion,98390,WA
Cheney,47.4895,-117.5726,Cheney Brewing Co,99004,WA
Waukesha,42.9863,-88.2052,Twisted Barrel Brewing Co LLC,53189,WI
River Falls,44.8572,-92.6183,Swinging Bridge Brewing Co,54022,WI
Tacoma,47.2278,-122.4768,Gig Harbor Brewing Co,98409,WA
Kalamazoo,42.3607,-85.5458,Biggdogg Brewing Co,49007,MI
Manassas,38.7535,-77.4898,Badwolf Brewing Co,20110,VA
Verona,42.9863,-89.5333,Hop Haus Brewing Co,53593,WI
Puyallup,47.1934,-122.2958,Station U Brew,98371,WA
Mineral,37.9869,-77.8184,Tavern On The Rail,23117,VA
Lodi,43.3588,-89.5762,Lucky's 1313 Brew Pub Investor,53555,WI
Kansas City,39.15101932,-94.4851642,Amerisports Brew Pub,64161,MO
Bozeman,45.66366,-111.05316,The Bunkhouse Brewery,59715,MT
Boise,43.61121,-116.20654,Grind Modern Burger,83702,ID
Bozeman,45.684788,-111.024,Bozeman Brewing Company,59715,MT
Lincoln,40.81458671,-96.63502067,Granite City,68510,NE
Lewiston,46.414165,-117.00191,M J Barleyhoppers,83501,ID
Lenexa,38.9673,-94.7692,Seven-Up Bottling Group,66219,KS
Louisville,38.2518,-85.5324,Galen's Home & Business Tinting No Auto,40223,KY
Danville,37.6467,-84.7711,Beer Engine,40422,KY
Lexington,38.0499,-84.5096,Alltech's Lexington Brewing Co,40508,KY
Fishers,39.9816,-85.9232,Rails Craft Brew & Eatery,46037,IN
Kansas City,39.077,-94.6009,Midwest Syrup Co,64108,MO
Louisville,38.2032,-85.7939,Clarendon Flavor Engineering,40216,KY
Louisville,38.2557,-85.7291,Alltech Beverage Div,40206,KY
Peck,37.4773,-97.3704,Wylde Wood Cellars Winery,67120,KS
Wichita,37.6357,-97.3039,Fox Vending,67216,KS
Louisville,38.224,-85.6915,Diamond Station,40205,KY
Lexington,38.057,-84.5185,Prolific Brewing LLC,40508,KY
Kansas City,39.1257,-94.5844,Garden Complements Inc,64116,MO
Plainfield,39.678,-86.3698,Three Pint Brewing LLC,46168,IN
Olathe,38.8813,-94.7816,Sports Shack And Brew Pub,66062,KS
Lees Summit,38.9445,-94.2995,Stonehaus Farms Winery,64086,MO
Louisville,38.2858,-85.6294,3rd Turn Brewing,40222,KY
Huntington Beach,33.67970006,-118.002246,Oggi's Pizza & Brewing Co.,92648,CA
San Diego,32.831892,-117.163692,Food 4 Less,92111,CA
San Antonio,29.4991,-98.5558,Busted Sandal Brewing Co LLC,78229,TX
Mansfield,32.5642,-97.142,Dirty Job Brewing,76063,TX
Cibolo,29.5619,-98.2401,5 Stones Craft Brewing Co,78108,TX
Austin,30.412,-97.8767,Travis County Brewing Co LLC,78732,TX
Hillsboro,45.4619,-122.9836,Oak Knoll Winery,97123,OR
Salem,44.8236,-123.027,Wild Winds Winery,97306,OR
West Linn,45.346,-122.6519,McMenamins West Linn,97068,OR
Dickinson,29.4762,-95.0468,Texas Beer Refinery,77539,TX
Lorane,43.8346,-123.2449,Chateau Lorane,97451,OR
Portland,45.4927,-122.6523,"Brew Dr. Kombucha, LLC",97202,OR
Dallas,45.0107,-123.3886,Andreas Vineyards Inc,97338,OR
Independence,44.8039,-123.1004,Oregon Brewing Co,97351,OR
Eugene,44.0489,-123.1383,Claim 52 Brewing,97402,OR
San Diego,32.775879,-117.154344,Ralphs,92108,CA
Chicago,41.910425,-87.676126,Piece Brewery and Pizzeria,60622,IL
Broomfield,39.93066919,-105.1352119,Gordon Biersch Brewery Restaurant,80021,CO
Indianapolis,39.774956,-86.14565,St Joseph Brewery & Public House,46202,IN
Napa,38.354749,-122.30751,Andretti Winery,94558,CA
Columbia,34.0742,-81.1601,Total Wine & More,29212,SC
Cicero,43.18083412,-76.00908279,Coopers Landing,13039,NY
Wichita,37.69527,-97.26341,Wichita Brewing Company & Pizzeria,67208,KS
Port Angeles,48.12099,-123.43325,Barhop Brewing & Taproom,98362,WA
Spokane,47.6053,-117.3854,Pop Shoppe,99223,WA
Cedar,45.3035,-93.2334,Route 65 Pub & Grub,55011,MN
Clinton Township,42.5848,-82.9524,Filipo Marc Winery,48038,MI
Toledo,41.6499,-83.5401,Black Cloister Brewing Company,43604,OH
Manson,47.885296,-120.1591,Lake Chelan Brewery,98831,WA
Frankenmuth,43.331104,-83.738014,Frankenmuth Brewery,48734,MI
Corning,42.1439564,-77.05712914,Market Street Brewing Company,14830,NY
Indianapolis,39.769,-86.1456,Sun King Brewing Co Llc,46202,IN
Greensburg,40.31329491,-79.49088389,Beer Arena,15601,PA
Mandeville,30.3605,-90.0631,Old Rail Brewing Co,70448,LA
Gretna,29.8744,-90.0515,N O Brew,70053,LA
Mandeville,30.4258,-90.0443,Chafunkta Brewing Co,70471,LA
Haslett,42.7487,-84.3501,Burgdorf's Winery Llc,48840,MI
Paw Paw,42.2176,-85.8909,Wine & Harvest Festival,49079,MI
Yellow Springs,39.8102,-83.8898,Yellowsprings Brewery,45387,OH
Dayton,39.8767,-84.0573,Coca-Cola Enterprises Inc,45424,OH
Mandeville,30.359,-90.0665,Red Barn Pub Inc,70448,LA
Philadelphia,40.021,-75.1162,Joy's Pub,19120,PA
Edwardsville,38.8149,-89.9476,Springers Creek Winery,62025,IL
Royersford,40.1945,-75.534,Chester County Brewing Co Inc,19468,PA
Berwyn,41.8335,-87.7942,Flapjack Brewery,60402,IL
Brewer,44.7951,-68.7484,Brewer School Superintendent,4412,ME
Kansas City,39.0821,-94.5965,Boulevard Brewing Co,64108,MO
Armada,42.8537,-82.9503,Blake's Ciderhouse & Winery,48005,MI
Glenside,40.1061,-75.1471,Sir Winston's Pub,19038,PA
Saint Paul,45.0242,-93.0913,Bev Source,55117,MN
Belle Plaine,44.6092,-93.8554,U 4 I C Brewing,56011,MN
Alpharetta,34.07507,-84.2947,Hop Alley Brew Pub,30009,GA
Havertown,39.986347,-75.30896,Brick & Brew,19083,PA
Niagara Falls,43.0781,-78.9624,Foley's Tavern,14304,NY
Fairbanks,64.954628,-147.62747,Silver Gulch Brewing & Bttlng,99712,AK
Savannah,32.081078,-81.092056,Moon River Brewing Company,31401,GA
Boulder,40.02061,-105.25113,Twisted Pine Brewing Company,80301,CO
Chicago,41.913772,-87.654351,Goose Island Brewpub,60614,IL
Forest Grove,45.5145,-123.0992,Kaiser Brewing Co LLC,97116,OR
Cleveland,41.452575,-81.634439,Wooden Nickel Saloon,44105,OH
Denver,39.761572,-104.981146,Ratio Beerworks,80205,CO
Westland,42.3304,-83.4241,Penguin Juice Co.,48185,MI
Eugene,44.0444,-123.0745,Falling Sky Pizzeria & Public House,97403,OR
Canton,40.7988,-81.4081,Junction Tavern,44708,OH
Mcminnville,45.2115,-123.1904,R Stuart & Co,97128,OR
Englewood Cliffs,40.8692,-73.9578,Miura - New York,7632,NJ
Cleveland,41.5205,-81.4594,Golden Gate Beverage & Liquor,44124,OH
Bloomington,39.17333737,-86.53767586,Upland Brewing Company Brew Pub,47404,IN
Lincoln,40.81490834,-96.71077847,Lazlo's Brewery & Grill - Haymarket,68508,NE
Nashville,36.15117618,-86.80452485,Hurry Back,37203,TN
Tampa,27.960749,-82.4432,Cigar City Cider & Mead,33605,FL
Omaha,41.236534,-96.216095,Lazlo's Brewery & Grill,68130,NE
Tacoma,47.22295846,-122.4680518,BevMo!,98409,WA
Glen Mills,39.86190922,-75.54359991,McKenzie Brew House,19342,PA
Royersford,40.24062,-75.54346,Craft Ale House,19468,PA
Marshall,42.266666,-84.96363,Dark Horse Brewing Co.,49068,MI
Roseville,38.74937,-121.284004,The Monk's Cellar,95678,CA
Colorado Springs,38.8324,-104.8196,Triple S Brewing,80903,CO
Columbia,33.9973,-81.0316,Hunter-Gatherer Brewery & Ale House,29201,SC
Saint Louis,38.63298137,-90.20982418,The Schlafly Tap Room,63103,MO
Boca Raton,26.37512163,-80.07667454,Funky Buddha Brewery And Lounge,33431,FL
Chicago,41.884199,-87.646916,Haymarket Pub & Brewery,60661,IL
Columbus,39.97445,-83.04899,Smokehouse Brewing Co.,43215,OH
Montgomery,30.3642,-95.6964,Cyclers Brewing,77316,TX
Nashville,36.119999,-86.919825,TailGate Beer,37209,TN
Oklahoma City,35.4485,-97.6602,BJ's Restaurant and Brewhouse,73128,OK
Newark,37.5282,-122.0058,BJ's Restaurant and Brewhouse,94560,CA
State College,40.787525,-77.857124,Beer Belly's Beverage,16801,PA
Denver,39.69975735,-105.0013854,Chain Reaction Brewery,80223,CO
San Leandro,37.71646,-122.17919,Drake's Barrel House,94577,CA
Utica,42.6882,-82.9758,Sherwood Brewing Company,48315,MI
Stonewall,30.2028,-98.708,Becker Vineyards,78671,TX
Titusville,28.61243386,-80.80743672,Playalinda Brewing Company,32796,FL
New Smyrna Beach,29.025509,-80.922264,New Smyrna Beach Brewing Company,32168,FL
Cincinnati,39.11133112,-84.5175262,Taft's Ale House,45202,OH
Paso Robles,35.5759,-120.6911,Barrelhouse Brewing Co,93446,CA
Arlington,38.8833,-77.0934,Sehkratf Beer Garden & Haus,22201,VA
Ontario,34.0543,-117.5505,"Brewer, Balba C - Balba C Brewer",91761,CA
Placerville,38.6803,-120.6971,Sierra Vista Winery,95667,CA
Largo,27.9165,-82.7607,Arkane Aleworks Inc,33771,FL
Bryan,30.674,-96.3729,Murhpy's Law Llc,77803,TX
Richmond,37.9412,-122.3211,Den Sake Brewery,94805,CA
Nashville,36.16192,-86.77497,Rock Bottom Restaurant & Brewery,37201,TN
Camino,38.7563,-120.6791,Jack Russell Farm Brewery,95709,CA
Concord,37.9779,-122.0343,Hop Grenade,94520,CA
Saint Petersburg,27.8259,-82.6517,Don's Irish Pub Inc,33703,FL
Phoenix,33.5032,-112.0331,Dynasty Auto Glass & Tinting,85016,AZ
Saint Helena,38.5452,-122.4941,Rombauer Vineyards,94574,CA
Nipomo,35.0394,-120.4807,Old Town Brew,93444,CA
Santa Rosa,38.511,-122.8003,La Crema Winery,95403,CA
Littleton,39.5711,-104.9886,Thiry Eight State Brewing Co,80122,CO
Milwaukee,42.9969,-87.8989,Brew City Booth LLC,53207,WI
San Diego,32.8962,-117.1218,White Labs Brewing Co,92126,CA
Seattle,47.6129,-122.3206,Optimism Brewing Company,98122,WA
Templeton,35.5571,-120.7473,Rotta Winery,93465,CA
Canoga Park,34.1981,-118.5977,Fireman's Brew Inc,91303,CA
Tampa,27.9685,-82.5688,Florida Black Ship Brewing LLC,33607,FL
Milwaukee,43.0269,-88.0071,Faklandia Brewing LLC,53214,WI
Saint Helena,38.5585,-122.4731,Burgess Cellars Inc,94574,CA
San Diego,32.777,-117.1188,32 North Brewing Co,92108,CA
Clearwater,28.0212,-82.7324,Total Wine & More,33761,FL
Lincoln,38.8918,-121.2921,Beermann's Brewery LLC,95648,CA
Pittsburgh,40.459103,-79.91148,East End Brewing Company,15206,PA
Pensacola,30.4091,-87.2075,Pensacola Bay Brewery,32502,FL
Mesa,33.4155,-111.83717,Oro Brewing Company,85201,AZ
Seattle,47.661438,-122.31971,Floating Bridge Brewing,98105,WA
Phoenix,33.6397,-112.11905,Fry's Marketplace,85053,AZ
Raleigh,35.76309,-78.63369,Bhavana Brewery,27610,NC
Portage,42.18744,-85.56206,Daane's,49002,MI
Richmond,37.74668,-84.29326,Paddy Wagon Irish Pub,40475,KY
Huntsville,34.7332,-86.5857,Below the Radar,35801,AL
Ormond Beach,29.3258,-81.05694,Peckers Pub,32176,FL
